Image_Name,Number,Gender,Hand,Finger,Alteration,Difficulty
109__F_Left_middle_finger_Zcut.BMP,109,F,Left,middle,Zcut,Hard
109__F_Left_ring_finger_CR.BMP,109,F,Left,ring,CR,Hard
109__F_Left_ring_finger_Obl.BMP,109,F,Left,ring,Obl,Hard
109__F_Left_thumb_finger_CR.BMP,109,F,Left,thumb,CR,Hard
109__F_Left_thumb_finger_Obl.BMP,109,F,Left,thumb,Obl,Hard
109__F_Right_little_finger_CR.BMP,109,F,Right,little,CR,Hard
109__F_Right_little_finger_Obl.BMP,109,F,Right,little,Obl,Hard
109__F_Right_little_finger_Zcut.BMP,109,F,Right,little,Zcut,Hard
109__F_Right_ring_finger_CR.BMP,109,F,Right,ring,CR,Hard
109__F_Right_ring_finger_Obl.BMP,109,F,Right,ring,Obl,Hard
109__F_Right_ring_finger_Zcut.BMP,109,F,Right,ring,Zcut,Hard
109__F_Right_thumb_finger_CR.BMP,109,F,Right,thumb,CR,Hard
109__F_Right_thumb_finger_Obl.BMP,109,F,Right,thumb,Obl,Hard
109__F_Right_thumb_finger_Zcut.BMP,109,F,Right,thumb,Zcut,Hard
10__M_Left_index_finger_CR.BMP,10,M,Left,index,CR,Hard
10__M_Left_index_finger_Obl.BMP,10,M,Left,index,Obl,Hard
10__M_Left_index_finger_Zcut.BMP,10,M,Left,index,Zcut,Hard
10__M_Left_little_finger_CR.BMP,10,M,Left,little,CR,Hard
10__M_Left_little_finger_Obl.BMP,10,M,Left,little,Obl,Hard
10__M_Left_little_finger_Zcut.BMP,10,M,Left,little,Zcut,Hard
10__M_Left_ring_finger_CR.BMP,10,M,Left,ring,CR,Hard
10__M_Left_ring_finger_Obl.BMP,10,M,Left,ring,Obl,Hard
10__M_Left_ring_finger_Zcut.BMP,10,M,Left,ring,Zcut,Hard
10__M_Left_thumb_finger_CR.BMP,10,M,Left,thumb,CR,Hard
10__M_Left_thumb_finger_Obl.BMP,10,M,Left,thumb,Obl,Hard
10__M_Left_thumb_finger_Zcut.BMP,10,M,Left,thumb,Zcut,Hard
10__M_Right_little_finger_Obl.BMP,10,M,Right,little,Obl,Hard
10__M_Right_little_finger_Zcut.BMP,10,M,Right,little,Zcut,Hard
10__M_Right_middle_finger_CR.BMP,10,M,Right,middle,CR,Hard
10__M_Right_middle_finger_Obl.BMP,10,M,Right,middle,Obl,Hard
10__M_Right_middle_finger_Zcut.BMP,10,M,Right,middle,Zcut,Hard
10__M_Right_ring_finger_Obl.BMP,10,M,Right,ring,Obl,Hard
10__M_Right_thumb_finger_CR.BMP,10,M,Right,thumb,CR,Hard
10__M_Right_thumb_finger_Obl.BMP,10,M,Right,thumb,Obl,Hard
110__F_Left_little_finger_CR.BMP,110,F,Left,little,CR,Hard
110__F_Left_little_finger_Obl.BMP,110,F,Left,little,Obl,Hard
110__F_Left_middle_finger_CR.BMP,110,F,Left,middle,CR,Hard
110__F_Left_middle_finger_Obl.BMP,110,F,Left,middle,Obl,Hard
110__F_Left_middle_finger_Zcut.BMP,110,F,Left,middle,Zcut,Hard
110__F_Left_ring_finger_CR.BMP,110,F,Left,ring,CR,Hard
110__F_Left_ring_finger_Obl.BMP,110,F,Left,ring,Obl,Hard
110__F_Left_thumb_finger_CR.BMP,110,F,Left,thumb,CR,Hard
110__F_Left_thumb_finger_Obl.BMP,110,F,Left,thumb,Obl,Hard
110__F_Left_thumb_finger_Zcut.BMP,110,F,Left,thumb,Zcut,Hard
110__F_Right_middle_finger_Obl.BMP,110,F,Right,middle,Obl,Hard
110__F_Right_thumb_finger_CR.BMP,110,F,Right,thumb,CR,Hard
110__F_Right_thumb_finger_Obl.BMP,110,F,Right,thumb,Obl,Hard
110__F_Right_thumb_finger_Zcut.BMP,110,F,Right,thumb,Zcut,Hard
111__M_Left_little_finger_Obl.BMP,111,M,Left,little,Obl,Hard
111__M_Left_little_finger_Zcut.BMP,111,M,Left,little,Zcut,Hard
111__M_Left_ring_finger_CR.BMP,111,M,Left,ring,CR,Hard
111__M_Left_ring_finger_Obl.BMP,111,M,Left,ring,Obl,Hard
111__M_Left_ring_finger_Zcut.BMP,111,M,Left,ring,Zcut,Hard
111__M_Left_thumb_finger_CR.BMP,111,M,Left,thumb,CR,Hard
111__M_Left_thumb_finger_Obl.BMP,111,M,Left,thumb,Obl,Hard
111__M_Right_index_finger_CR.BMP,111,M,Right,index,CR,Hard
111__M_Right_index_finger_Obl.BMP,111,M,Right,index,Obl,Hard
111__M_Right_index_finger_Zcut.BMP,111,M,Right,index,Zcut,Hard
111__M_Right_little_finger_CR.BMP,111,M,Right,little,CR,Hard
111__M_Right_little_finger_Obl.BMP,111,M,Right,little,Obl,Hard
111__M_Right_ring_finger_CR.BMP,111,M,Right,ring,CR,Hard
111__M_Right_ring_finger_Obl.BMP,111,M,Right,ring,Obl,Hard
111__M_Right_ring_finger_Zcut.BMP,111,M,Right,ring,Zcut,Hard
112__M_Left_index_finger_CR.BMP,112,M,Left,index,CR,Hard
112__M_Left_index_finger_Obl.BMP,112,M,Left,index,Obl,Hard
112__M_Left_little_finger_CR.BMP,112,M,Left,little,CR,Hard
112__M_Left_little_finger_Obl.BMP,112,M,Left,little,Obl,Hard
112__M_Left_little_finger_Zcut.BMP,112,M,Left,little,Zcut,Hard
112__M_Left_middle_finger_CR.BMP,112,M,Left,middle,CR,Hard
112__M_Left_middle_finger_Obl.BMP,112,M,Left,middle,Obl,Hard
112__M_Left_ring_finger_CR.BMP,112,M,Left,ring,CR,Hard
112__M_Left_ring_finger_Obl.BMP,112,M,Left,ring,Obl,Hard
112__M_Left_ring_finger_Zcut.BMP,112,M,Left,ring,Zcut,Hard
112__M_Left_thumb_finger_CR.BMP,112,M,Left,thumb,CR,Hard
112__M_Left_thumb_finger_Obl.BMP,112,M,Left,thumb,Obl,Hard
112__M_Left_thumb_finger_Zcut.BMP,112,M,Left,thumb,Zcut,Hard
112__M_Right_index_finger_Obl.BMP,112,M,Right,index,Obl,Hard
112__M_Right_little_finger_CR.BMP,112,M,Right,little,CR,Hard
112__M_Right_little_finger_Obl.BMP,112,M,Right,little,Obl,Hard
112__M_Right_little_finger_Zcut.BMP,112,M,Right,little,Zcut,Hard
112__M_Right_middle_finger_Obl.BMP,112,M,Right,middle,Obl,Hard
112__M_Right_thumb_finger_Obl.BMP,112,M,Right,thumb,Obl,Hard
113__M_Left_index_finger_CR.BMP,113,M,Left,index,CR,Hard
113__M_Left_index_finger_Obl.BMP,113,M,Left,index,Obl,Hard
113__M_Left_index_finger_Zcut.BMP,113,M,Left,index,Zcut,Hard
113__M_Left_middle_finger_CR.BMP,113,M,Left,middle,CR,Hard
113__M_Left_middle_finger_Obl.BMP,113,M,Left,middle,Obl,Hard
113__M_Left_middle_finger_Zcut.BMP,113,M,Left,middle,Zcut,Hard
113__M_Left_ring_finger_CR.BMP,113,M,Left,ring,CR,Hard
113__M_Left_ring_finger_Obl.BMP,113,M,Left,ring,Obl,Hard
113__M_Left_ring_finger_Zcut.BMP,113,M,Left,ring,Zcut,Hard
113__M_Left_thumb_finger_CR.BMP,113,M,Left,thumb,CR,Hard
113__M_Left_thumb_finger_Obl.BMP,113,M,Left,thumb,Obl,Hard
113__M_Left_thumb_finger_Zcut.BMP,113,M,Left,thumb,Zcut,Hard
113__M_Right_index_finger_CR.BMP,113,M,Right,index,CR,Hard
113__M_Right_index_finger_Obl.BMP,113,M,Right,index,Obl,Hard
113__M_Right_index_finger_Zcut.BMP,113,M,Right,index,Zcut,Hard
113__M_Right_little_finger_CR.BMP,113,M,Right,little,CR,Hard
113__M_Right_little_finger_Obl.BMP,113,M,Right,little,Obl,Hard
113__M_Right_little_finger_Zcut.BMP,113,M,Right,little,Zcut,Hard
113__M_Right_ring_finger_CR.BMP,113,M,Right,ring,CR,Hard
113__M_Right_ring_finger_Obl.BMP,113,M,Right,ring,Obl,Hard
114__F_Left_index_finger_CR.BMP,114,F,Left,index,CR,Hard
114__F_Left_index_finger_Obl.BMP,114,F,Left,index,Obl,Hard
114__F_Left_little_finger_CR.BMP,114,F,Left,little,CR,Hard
114__F_Left_little_finger_Obl.BMP,114,F,Left,little,Obl,Hard
114__F_Left_middle_finger_CR.BMP,114,F,Left,middle,CR,Hard
114__F_Left_middle_finger_Obl.BMP,114,F,Left,middle,Obl,Hard
114__F_Left_middle_finger_Zcut.BMP,114,F,Left,middle,Zcut,Hard
114__F_Left_ring_finger_CR.BMP,114,F,Left,ring,CR,Hard
114__F_Left_ring_finger_Obl.BMP,114,F,Left,ring,Obl,Hard
114__F_Left_thumb_finger_CR.BMP,114,F,Left,thumb,CR,Hard
114__F_Left_thumb_finger_Obl.BMP,114,F,Left,thumb,Obl,Hard
114__F_Left_thumb_finger_Zcut.BMP,114,F,Left,thumb,Zcut,Hard
114__F_Right_index_finger_Obl.BMP,114,F,Right,index,Obl,Hard
114__F_Right_little_finger_CR.BMP,114,F,Right,little,CR,Hard
114__F_Right_little_finger_Obl.BMP,114,F,Right,little,Obl,Hard
114__F_Right_little_finger_Zcut.BMP,114,F,Right,little,Zcut,Hard
114__F_Right_middle_finger_CR.BMP,114,F,Right,middle,CR,Hard
114__F_Right_middle_finger_Obl.BMP,114,F,Right,middle,Obl,Hard
114__F_Right_middle_finger_Zcut.BMP,114,F,Right,middle,Zcut,Hard
114__F_Right_ring_finger_CR.BMP,114,F,Right,ring,CR,Hard
114__F_Right_ring_finger_Obl.BMP,114,F,Right,ring,Obl,Hard
114__F_Right_ring_finger_Zcut.BMP,114,F,Right,ring,Zcut,Hard
114__F_Right_thumb_finger_CR.BMP,114,F,Right,thumb,CR,Hard
114__F_Right_thumb_finger_Obl.BMP,114,F,Right,thumb,Obl,Hard
114__F_Right_thumb_finger_Zcut.BMP,114,F,Right,thumb,Zcut,Hard
115__F_Left_index_finger_CR.BMP,115,F,Left,index,CR,Hard
115__F_Left_index_finger_Obl.BMP,115,F,Left,index,Obl,Hard
115__F_Left_little_finger_CR.BMP,115,F,Left,little,CR,Hard
115__F_Left_little_finger_Obl.BMP,115,F,Left,little,Obl,Hard
115__F_Left_ring_finger_CR.BMP,115,F,Left,ring,CR,Hard
115__F_Left_ring_finger_Obl.BMP,115,F,Left,ring,Obl,Hard
115__F_Left_ring_finger_Zcut.BMP,115,F,Left,ring,Zcut,Hard
115__F_Left_thumb_finger_CR.BMP,115,F,Left,thumb,CR,Hard
115__F_Left_thumb_finger_Obl.BMP,115,F,Left,thumb,Obl,Hard
115__F_Left_thumb_finger_Zcut.BMP,115,F,Left,thumb,Zcut,Hard
115__F_Right_little_finger_CR.BMP,115,F,Right,little,CR,Hard
115__F_Right_little_finger_Obl.BMP,115,F,Right,little,Obl,Hard
115__F_Right_middle_finger_CR.BMP,115,F,Right,middle,CR,Hard
115__F_Right_middle_finger_Obl.BMP,115,F,Right,middle,Obl,Hard
115__F_Right_middle_finger_Zcut.BMP,115,F,Right,middle,Zcut,Hard
115__F_Right_ring_finger_CR.BMP,115,F,Right,ring,CR,Hard
115__F_Right_ring_finger_Obl.BMP,115,F,Right,ring,Obl,Hard
115__F_Right_thumb_finger_CR.BMP,115,F,Right,thumb,CR,Hard
115__F_Right_thumb_finger_Obl.BMP,115,F,Right,thumb,Obl,Hard
115__F_Right_thumb_finger_Zcut.BMP,115,F,Right,thumb,Zcut,Hard
116__M_Left_little_finger_CR.BMP,116,M,Left,little,CR,Hard
116__M_Left_little_finger_Obl.BMP,116,M,Left,little,Obl,Hard
116__M_Left_middle_finger_CR.BMP,116,M,Left,middle,CR,Hard
116__M_Left_middle_finger_Obl.BMP,116,M,Left,middle,Obl,Hard
116__M_Left_middle_finger_Zcut.BMP,116,M,Left,middle,Zcut,Hard
116__M_Left_ring_finger_CR.BMP,116,M,Left,ring,CR,Hard
116__M_Left_ring_finger_Obl.BMP,116,M,Left,ring,Obl,Hard
116__M_Left_ring_finger_Zcut.BMP,116,M,Left,ring,Zcut,Hard
116__M_Left_thumb_finger_CR.BMP,116,M,Left,thumb,CR,Hard
116__M_Left_thumb_finger_Obl.BMP,116,M,Left,thumb,Obl,Hard
116__M_Left_thumb_finger_Zcut.BMP,116,M,Left,thumb,Zcut,Hard
116__M_Right_index_finger_CR.BMP,116,M,Right,index,CR,Hard
116__M_Right_index_finger_Obl.BMP,116,M,Right,index,Obl,Hard
116__M_Right_little_finger_CR.BMP,116,M,Right,little,CR,Hard
116__M_Right_little_finger_Obl.BMP,116,M,Right,little,Obl,Hard
116__M_Right_little_finger_Zcut.BMP,116,M,Right,little,Zcut,Hard
116__M_Right_middle_finger_CR.BMP,116,M,Right,middle,CR,Hard
116__M_Right_middle_finger_Obl.BMP,116,M,Right,middle,Obl,Hard
116__M_Right_middle_finger_Zcut.BMP,116,M,Right,middle,Zcut,Hard
116__M_Right_ring_finger_CR.BMP,116,M,Right,ring,CR,Hard
116__M_Right_ring_finger_Obl.BMP,116,M,Right,ring,Obl,Hard
116__M_Right_thumb_finger_CR.BMP,116,M,Right,thumb,CR,Hard
116__M_Right_thumb_finger_Obl.BMP,116,M,Right,thumb,Obl,Hard
116__M_Right_thumb_finger_Zcut.BMP,116,M,Right,thumb,Zcut,Hard
117__F_Left_little_finger_CR.BMP,117,F,Left,little,CR,Hard
117__F_Left_little_finger_Obl.BMP,117,F,Left,little,Obl,Hard
117__F_Left_middle_finger_Obl.BMP,117,F,Left,middle,Obl,Hard
117__F_Left_ring_finger_CR.BMP,117,F,Left,ring,CR,Hard
117__F_Left_ring_finger_Obl.BMP,117,F,Left,ring,Obl,Hard
117__F_Left_ring_finger_Zcut.BMP,117,F,Left,ring,Zcut,Hard
117__F_Right_little_finger_CR.BMP,117,F,Right,little,CR,Hard
117__F_Right_little_finger_Obl.BMP,117,F,Right,little,Obl,Hard
117__F_Right_middle_finger_Obl.BMP,117,F,Right,middle,Obl,Hard
117__F_Right_ring_finger_Obl.BMP,117,F,Right,ring,Obl,Hard
117__F_Right_thumb_finger_CR.BMP,117,F,Right,thumb,CR,Hard
117__F_Right_thumb_finger_Obl.BMP,117,F,Right,thumb,Obl,Hard
117__F_Right_thumb_finger_Zcut.BMP,117,F,Right,thumb,Zcut,Hard
118__F_Left_index_finger_CR.BMP,118,F,Left,index,CR,Hard
118__F_Left_index_finger_Obl.BMP,118,F,Left,index,Obl,Hard
118__F_Left_index_finger_Zcut.BMP,118,F,Left,index,Zcut,Hard
118__F_Left_ring_finger_CR.BMP,118,F,Left,ring,CR,Hard
118__F_Left_ring_finger_Obl.BMP,118,F,Left,ring,Obl,Hard
118__F_Left_ring_finger_Zcut.BMP,118,F,Left,ring,Zcut,Hard
118__F_Left_thumb_finger_CR.BMP,118,F,Left,thumb,CR,Hard
118__F_Left_thumb_finger_Obl.BMP,118,F,Left,thumb,Obl,Hard
118__F_Right_middle_finger_Obl.BMP,118,F,Right,middle,Obl,Hard
118__F_Right_middle_finger_Zcut.BMP,118,F,Right,middle,Zcut,Hard
118__F_Right_ring_finger_Obl.BMP,118,F,Right,ring,Obl,Hard
118__F_Right_thumb_finger_CR.BMP,118,F,Right,thumb,CR,Hard
118__F_Right_thumb_finger_Obl.BMP,118,F,Right,thumb,Obl,Hard
119__F_Left_index_finger_CR.BMP,119,F,Left,index,CR,Hard
119__F_Left_index_finger_Obl.BMP,119,F,Left,index,Obl,Hard
119__F_Left_little_finger_CR.BMP,119,F,Left,little,CR,Hard
119__F_Left_little_finger_Obl.BMP,119,F,Left,little,Obl,Hard
119__F_Left_little_finger_Zcut.BMP,119,F,Left,little,Zcut,Hard
119__F_Left_ring_finger_CR.BMP,119,F,Left,ring,CR,Hard
119__F_Left_ring_finger_Obl.BMP,119,F,Left,ring,Obl,Hard
119__F_Left_thumb_finger_CR.BMP,119,F,Left,thumb,CR,Hard
119__F_Left_thumb_finger_Obl.BMP,119,F,Left,thumb,Obl,Hard
119__F_Left_thumb_finger_Zcut.BMP,119,F,Left,thumb,Zcut,Hard
119__F_Right_ring_finger_Obl.BMP,119,F,Right,ring,Obl,Hard
119__F_Right_thumb_finger_CR.BMP,119,F,Right,thumb,CR,Hard
119__F_Right_thumb_finger_Obl.BMP,119,F,Right,thumb,Obl,Hard
11__M_Left_index_finger_CR.BMP,11,M,Left,index,CR,Hard
11__M_Left_index_finger_Obl.BMP,11,M,Left,index,Obl,Hard
11__M_Right_index_finger_CR.BMP,11,M,Right,index,CR,Hard
11__M_Right_index_finger_Obl.BMP,11,M,Right,index,Obl,Hard
11__M_Right_index_finger_Zcut.BMP,11,M,Right,index,Zcut,Hard
11__M_Right_little_finger_CR.BMP,11,M,Right,little,CR,Hard
11__M_Right_little_finger_Obl.BMP,11,M,Right,little,Obl,Hard
11__M_Right_little_finger_Zcut.BMP,11,M,Right,little,Zcut,Hard
11__M_Right_middle_finger_CR.BMP,11,M,Right,middle,CR,Hard
11__M_Right_middle_finger_Obl.BMP,11,M,Right,middle,Obl,Hard
11__M_Right_middle_finger_Zcut.BMP,11,M,Right,middle,Zcut,Hard
120__M_Left_index_finger_CR.BMP,120,M,Left,index,CR,Hard
120__M_Left_index_finger_Obl.BMP,120,M,Left,index,Obl,Hard
120__M_Left_index_finger_Zcut.BMP,120,M,Left,index,Zcut,Hard
120__M_Left_little_finger_Obl.BMP,120,M,Left,little,Obl,Hard
120__M_Left_thumb_finger_CR.BMP,120,M,Left,thumb,CR,Hard
120__M_Left_thumb_finger_Obl.BMP,120,M,Left,thumb,Obl,Hard
120__M_Left_thumb_finger_Zcut.BMP,120,M,Left,thumb,Zcut,Hard
120__M_Right_little_finger_Obl.BMP,120,M,Right,little,Obl,Hard
120__M_Right_middle_finger_Obl.BMP,120,M,Right,middle,Obl,Hard
121__F_Left_index_finger_CR.BMP,121,F,Left,index,CR,Hard
121__F_Left_index_finger_Obl.BMP,121,F,Left,index,Obl,Hard
121__F_Left_little_finger_Obl.BMP,121,F,Left,little,Obl,Hard
121__F_Left_middle_finger_CR.BMP,121,F,Left,middle,CR,Hard
121__F_Left_middle_finger_Obl.BMP,121,F,Left,middle,Obl,Hard
121__F_Left_middle_finger_Zcut.BMP,121,F,Left,middle,Zcut,Hard
121__F_Left_ring_finger_CR.BMP,121,F,Left,ring,CR,Hard
121__F_Left_ring_finger_Obl.BMP,121,F,Left,ring,Obl,Hard
121__F_Left_ring_finger_Zcut.BMP,121,F,Left,ring,Zcut,Hard
121__F_Right_index_finger_Obl.BMP,121,F,Right,index,Obl,Hard
121__F_Right_little_finger_CR.BMP,121,F,Right,little,CR,Hard
121__F_Right_little_finger_Obl.BMP,121,F,Right,little,Obl,Hard
121__F_Right_middle_finger_Obl.BMP,121,F,Right,middle,Obl,Hard
121__F_Right_ring_finger_CR.BMP,121,F,Right,ring,CR,Hard
121__F_Right_ring_finger_Obl.BMP,121,F,Right,ring,Obl,Hard
122__M_Left_index_finger_CR.BMP,122,M,Left,index,CR,Hard
122__M_Left_index_finger_Obl.BMP,122,M,Left,index,Obl,Hard
122__M_Left_index_finger_Zcut.BMP,122,M,Left,index,Zcut,Hard
122__M_Left_ring_finger_CR.BMP,122,M,Left,ring,CR,Hard
122__M_Left_ring_finger_Obl.BMP,122,M,Left,ring,Obl,Hard
122__M_Left_thumb_finger_CR.BMP,122,M,Left,thumb,CR,Hard
122__M_Left_thumb_finger_Obl.BMP,122,M,Left,thumb,Obl,Hard
122__M_Left_thumb_finger_Zcut.BMP,122,M,Left,thumb,Zcut,Hard
122__M_Right_index_finger_CR.BMP,122,M,Right,index,CR,Hard
122__M_Right_index_finger_Obl.BMP,122,M,Right,index,Obl,Hard
122__M_Right_middle_finger_CR.BMP,122,M,Right,middle,CR,Hard
122__M_Right_middle_finger_Obl.BMP,122,M,Right,middle,Obl,Hard
122__M_Right_ring_finger_CR.BMP,122,M,Right,ring,CR,Hard
122__M_Right_ring_finger_Obl.BMP,122,M,Right,ring,Obl,Hard
122__M_Right_ring_finger_Zcut.BMP,122,M,Right,ring,Zcut,Hard
122__M_Right_thumb_finger_CR.BMP,122,M,Right,thumb,CR,Hard
122__M_Right_thumb_finger_Obl.BMP,122,M,Right,thumb,Obl,Hard
122__M_Right_thumb_finger_Zcut.BMP,122,M,Right,thumb,Zcut,Hard
123__M_Left_index_finger_CR.BMP,123,M,Left,index,CR,Hard
123__M_Left_index_finger_Obl.BMP,123,M,Left,index,Obl,Hard
123__M_Left_ring_finger_CR.BMP,123,M,Left,ring,CR,Hard
123__M_Left_ring_finger_Obl.BMP,123,M,Left,ring,Obl,Hard
123__M_Left_ring_finger_Zcut.BMP,123,M,Left,ring,Zcut,Hard
123__M_Right_index_finger_CR.BMP,123,M,Right,index,CR,Hard
123__M_Right_index_finger_Obl.BMP,123,M,Right,index,Obl,Hard
123__M_Right_index_finger_Zcut.BMP,123,M,Right,index,Zcut,Hard
123__M_Right_little_finger_CR.BMP,123,M,Right,little,CR,Hard
123__M_Right_little_finger_Obl.BMP,123,M,Right,little,Obl,Hard
123__M_Right_ring_finger_CR.BMP,123,M,Right,ring,CR,Hard
123__M_Right_ring_finger_Obl.BMP,123,M,Right,ring,Obl,Hard
123__M_Right_ring_finger_Zcut.BMP,123,M,Right,ring,Zcut,Hard
123__M_Right_thumb_finger_CR.BMP,123,M,Right,thumb,CR,Hard
123__M_Right_thumb_finger_Obl.BMP,123,M,Right,thumb,Obl,Hard
124__M_Left_index_finger_Obl.BMP,124,M,Left,index,Obl,Hard
124__M_Left_little_finger_CR.BMP,124,M,Left,little,CR,Hard
124__M_Left_little_finger_Obl.BMP,124,M,Left,little,Obl,Hard
124__M_Left_little_finger_Zcut.BMP,124,M,Left,little,Zcut,Hard
124__M_Left_middle_finger_Obl.BMP,124,M,Left,middle,Obl,Hard
124__M_Left_ring_finger_CR.BMP,124,M,Left,ring,CR,Hard
124__M_Left_ring_finger_Obl.BMP,124,M,Left,ring,Obl,Hard
124__M_Left_ring_finger_Zcut.BMP,124,M,Left,ring,Zcut,Hard
124__M_Left_thumb_finger_CR.BMP,124,M,Left,thumb,CR,Hard
124__M_Left_thumb_finger_Obl.BMP,124,M,Left,thumb,Obl,Hard
124__M_Left_thumb_finger_Zcut.BMP,124,M,Left,thumb,Zcut,Hard
124__M_Right_index_finger_CR.BMP,124,M,Right,index,CR,Hard
124__M_Right_index_finger_Obl.BMP,124,M,Right,index,Obl,Hard
124__M_Right_middle_finger_CR.BMP,124,M,Right,middle,CR,Hard
124__M_Right_middle_finger_Obl.BMP,124,M,Right,middle,Obl,Hard
124__M_Right_middle_finger_Zcut.BMP,124,M,Right,middle,Zcut,Hard
124__M_Right_ring_finger_Obl.BMP,124,M,Right,ring,Obl,Hard
124__M_Right_thumb_finger_CR.BMP,124,M,Right,thumb,CR,Hard
124__M_Right_thumb_finger_Obl.BMP,124,M,Right,thumb,Obl,Hard
124__M_Right_thumb_finger_Zcut.BMP,124,M,Right,thumb,Zcut,Hard
125__M_Left_index_finger_CR.BMP,125,M,Left,index,CR,Hard
125__M_Left_index_finger_Obl.BMP,125,M,Left,index,Obl,Hard
125__M_Left_index_finger_Zcut.BMP,125,M,Left,index,Zcut,Hard
125__M_Left_little_finger_CR.BMP,125,M,Left,little,CR,Hard
125__M_Left_little_finger_Obl.BMP,125,M,Left,little,Obl,Hard
125__M_Left_little_finger_Zcut.BMP,125,M,Left,little,Zcut,Hard
125__M_Left_middle_finger_CR.BMP,125,M,Left,middle,CR,Hard
125__M_Left_middle_finger_Obl.BMP,125,M,Left,middle,Obl,Hard
125__M_Left_thumb_finger_CR.BMP,125,M,Left,thumb,CR,Hard
125__M_Left_thumb_finger_Obl.BMP,125,M,Left,thumb,Obl,Hard
125__M_Right_little_finger_CR.BMP,125,M,Right,little,CR,Hard
125__M_Right_little_finger_Obl.BMP,125,M,Right,little,Obl,Hard
125__M_Right_middle_finger_CR.BMP,125,M,Right,middle,CR,Hard
125__M_Right_middle_finger_Obl.BMP,125,M,Right,middle,Obl,Hard
125__M_Right_middle_finger_Zcut.BMP,125,M,Right,middle,Zcut,Hard
125__M_Right_ring_finger_CR.BMP,125,M,Right,ring,CR,Hard
125__M_Right_ring_finger_Obl.BMP,125,M,Right,ring,Obl,Hard
125__M_Right_ring_finger_Zcut.BMP,125,M,Right,ring,Zcut,Hard
125__M_Right_thumb_finger_CR.BMP,125,M,Right,thumb,CR,Hard
125__M_Right_thumb_finger_Obl.BMP,125,M,Right,thumb,Obl,Hard
125__M_Right_thumb_finger_Zcut.BMP,125,M,Right,thumb,Zcut,Hard
126__F_Left_index_finger_CR.BMP,126,F,Left,index,CR,Hard
126__F_Left_index_finger_Obl.BMP,126,F,Left,index,Obl,Hard
126__F_Left_index_finger_Zcut.BMP,126,F,Left,index,Zcut,Hard
126__F_Left_little_finger_CR.BMP,126,F,Left,little,CR,Hard
126__F_Left_little_finger_Obl.BMP,126,F,Left,little,Obl,Hard
126__F_Left_middle_finger_CR.BMP,126,F,Left,middle,CR,Hard
126__F_Left_middle_finger_Obl.BMP,126,F,Left,middle,Obl,Hard
126__F_Left_ring_finger_CR.BMP,126,F,Left,ring,CR,Hard
126__F_Left_ring_finger_Obl.BMP,126,F,Left,ring,Obl,Hard
126__F_Left_ring_finger_Zcut.BMP,126,F,Left,ring,Zcut,Hard
126__F_Left_thumb_finger_CR.BMP,126,F,Left,thumb,CR,Hard
126__F_Left_thumb_finger_Obl.BMP,126,F,Left,thumb,Obl,Hard
126__F_Left_thumb_finger_Zcut.BMP,126,F,Left,thumb,Zcut,Hard
126__F_Right_index_finger_CR.BMP,126,F,Right,index,CR,Hard
126__F_Right_index_finger_Obl.BMP,126,F,Right,index,Obl,Hard
126__F_Right_little_finger_CR.BMP,126,F,Right,little,CR,Hard
126__F_Right_little_finger_Obl.BMP,126,F,Right,little,Obl,Hard
126__F_Right_ring_finger_CR.BMP,126,F,Right,ring,CR,Hard
126__F_Right_ring_finger_Obl.BMP,126,F,Right,ring,Obl,Hard
126__F_Right_thumb_finger_Obl.BMP,126,F,Right,thumb,Obl,Hard
127__F_Left_little_finger_Obl.BMP,127,F,Left,little,Obl,Hard
127__F_Left_middle_finger_Obl.BMP,127,F,Left,middle,Obl,Hard
127__F_Left_ring_finger_Obl.BMP,127,F,Left,ring,Obl,Hard
127__F_Right_index_finger_Obl.BMP,127,F,Right,index,Obl,Hard
127__F_Right_index_finger_Zcut.BMP,127,F,Right,index,Zcut,Hard
127__F_Right_little_finger_CR.BMP,127,F,Right,little,CR,Hard
127__F_Right_little_finger_Obl.BMP,127,F,Right,little,Obl,Hard
127__F_Right_little_finger_Zcut.BMP,127,F,Right,little,Zcut,Hard
127__F_Right_middle_finger_CR.BMP,127,F,Right,middle,CR,Hard
127__F_Right_middle_finger_Obl.BMP,127,F,Right,middle,Obl,Hard
127__F_Right_ring_finger_Obl.BMP,127,F,Right,ring,Obl,Hard
127__F_Right_thumb_finger_CR.BMP,127,F,Right,thumb,CR,Hard
127__F_Right_thumb_finger_Obl.BMP,127,F,Right,thumb,Obl,Hard
127__F_Right_thumb_finger_Zcut.BMP,127,F,Right,thumb,Zcut,Hard
128__M_Left_index_finger_CR.BMP,128,M,Left,index,CR,Hard
128__M_Left_index_finger_Obl.BMP,128,M,Left,index,Obl,Hard
128__M_Left_index_finger_Zcut.BMP,128,M,Left,index,Zcut,Hard
128__M_Left_little_finger_CR.BMP,128,M,Left,little,CR,Hard
128__M_Left_little_finger_Obl.BMP,128,M,Left,little,Obl,Hard
128__M_Left_little_finger_Zcut.BMP,128,M,Left,little,Zcut,Hard
128__M_Left_middle_finger_CR.BMP,128,M,Left,middle,CR,Hard
128__M_Left_middle_finger_Obl.BMP,128,M,Left,middle,Obl,Hard
128__M_Left_middle_finger_Zcut.BMP,128,M,Left,middle,Zcut,Hard
128__M_Left_ring_finger_CR.BMP,128,M,Left,ring,CR,Hard
